id,artist_genres,selected_genre,pop,rap,hip hop,dance,trap,rock,dance pop,latin,pop rap,reggaeton,country,house,contemporary,indie,latino,trap latino,post,alternative,edm,modern,teen,teen pop
58NcFB7kNMOzYkS3qzME4C,dirty south rap; gangster rap; pop rap; southern hip hop,pop rap,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1UkMAtLU8NxsddE7j4zXGO,pop punk,pop,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3s2MyU2YCwNNwcSokt0jXD,dance pop; girl group; hip pop; pop; r&b; urban contemporary,contemporary,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6UelLqGlWMcVH1E5c4H7lY,pop,pop,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5FXOEdfNW7nYQrBWtW49Cl,dance pop; pop; r&b; urban contemporary,contemporary,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6r2BECwMgEoRb5yLfp0Hca,art pop; dance pop; pop,dance pop,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3LtwmK1OfN0dGs9jf3qSjn,acoustic pop; neo mellow; pop rock,rock,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3Cc3ssgsvdSaEbFT6KHBAv,danish electronic; danish pop; scandipop,pop,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3MooAR0niDCEgMVd1UdPjG,c-pop; cantopop; classic cantopop,pop,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0r4ZEc2sbj3xQBAa0pdRU6,j-acoustic; j-pop; j-poprock; j-rock; japanese singer-songwriter,rock,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23GvTfcGK454ppLsts3W44,afroswing; nottingham hip hop; uk hip hop,hip hop,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2vd2HEhrkafOi2uveHjzzh,francoton; french hip hop; pop urbaine; rap francais; rap marseille; francoton; rap marseille; francoton; french hip hop; pop urbaine; rap marseille,hip hop,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0N9ZvzuX2NdQVJqWP2fN0N,pop violin,pop,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7MPC1qtCR74fdc9jNdFHeH,french hip hop; pop urbaine; rap calme; rap conscient,hip hop,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0j2kPBWeSMD2hR9n7cW2Cu,other,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7snmvZMLdGGk3l9PcvoYSM,contemporary r&b; funk; motown; neo soul; quiet storm; r&b; soul; urban contemporary,contemporary,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3s8GJ1A9ujxsKcLaJ2wY7Q,dutch hip hop; tropical house,house,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2V65y3PX4DkRhy1djlxd9p,dance pop; edm; electro house; pop; pop dance; progressive electro house; pop edm,edm,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6azjD02gDO2ZarIZMs3eRk,arab pop; moroccan pop; rif; shaabi; egyptian pop; mahraganat,pop,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28gbcedjSMDS6DHB2t7U03,trap boricua; trap latino; trap triste; corrido; corridos tumbados; nuevo regional mexicano; regional mexican; sierreno; corrido; corridos tumbados; nuevo regional mexicano; trap latino; latin; latin hip hop; reggaeton; reggaeton flow; trap latino,trap latino,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0
6A3bL3MlU0l54kKlgpw0UT,french hip hop; rap conscient,hip hop,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5wPhERt9izm1T45aFXDWPe,latin; latin hip hop; latin pop; perreo; reggaeton,reggaeton,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
42ahuAFlYGjIGBpVdHcLij,argentine hip hop; pop venezolano; trap argentino; trap latino; argentine hip hop; trap argentino; trap latino; trap triste; argentine hip hop; r&b argentino; trap argentino; trap latino,trap latino,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
7aXuop4Qambx5Oi3ynsKQr,atl hip hop; contemporary r&b; dance pop; pop; r&b; south carolina hip hop; urban contemporary; crunk; dirty south rap; gangster rap; hip hop; memphis hip hop; pop rap; rap; southern hip hop; trap,contemporary,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
4fYKSTyUG6Yy6Kmem8LbLI,eurovision; swiss pop,pop,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2INqEk4ko5AsGVLBsiKiQe,dark trap; melodic rap; meme rap; miami hip hop; rap; trap; underground hip hop; vapor trap; viral rap,trap,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2xaFtNhCw5Q4hn1EKsrkLv,bubblegum dance; eurodance; europop,dance,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0NxaeghanNqjJKfye9l3io,hungarian indie; hungarian rock; magyar alternative,alternative,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
5DqdesEfbRyOlSS3Tf6c29,canadian hip hop; pop,hip hop,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0GxQ1A5L9xnMOytbP6eKBG,pop; pop rock; pop; r&b,rock,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7gI1WjURRzj6nLf1KKVm2S,hip house; house; pop dance; tropical house; atl hip hop; dirty south rap; hip hop; old school atlanta hip hop; pop rap; rap; southern hip hop; trap,house,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
7hOfyNuj2dLc0HAEYVDIYS,latin; latin hip hop; reggaeton; trap latino; dance pop; latin; latin pop; mexican pop; pop,trap latino,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0
1KzF176eH3k51UwhuQHgr3,pop; pop rock; atl hip hop; hip hop; pop rap; rap; southern hip hop; trap; deep tropical house; pop dance; pop edm; tropical house; dance pop; edm; electro house; pop; pop dance; pop edm; swedish tropical house; tropical house,edm,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
6ie2Bw3xLj2JcGowOlcMhb,art pop; electropop; metropopolis; nz pop; pop,pop,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4FPrAERfkPKOBKrRoyuxLu,adult standards; canadian pop; jazz pop; lounge,pop,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1Tn5ABXYrkYhse5SaAHfOD,modern rock; neo mellow; pop; pop rock,modern,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
46lIt6GmL0VkkbuUyGDbCs,hip hop; new orleans rap; pop rap; rap; trap; dance pop; hip hop; pop; pop rap; r&b; rap; southern hip hop; urban contemporary,contemporary,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3WImtS2mfm4XiDTXt20Kjy,alt z; electropop; pop; tropical house,house,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1nCSr7oGeUv7sUEoYuAJFF,contemporary country; country; country road,contemporary,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
17bBNcLyMBDayQskHJX29T,adult standards; easy listening; lounge,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1az3tfafp3236CKfx0QNSW,greek hip hop; greek pop; greek trap,trap,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1DhRbox3xkceP64k3JeYfW,pop; uk pop; rap; slap house,house,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0pwYLVXVknPSGUQb39cePC,canadian pop; pop; detroit hip hop; hip hop; pop; pop rap; rap; southern hip hop; trap,pop rap,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7mwLsFXNBWbtFzA032tUbx,contemporary r&b; dance pop; hip pop; neo soul; r&b; urban contemporary,contemporary,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5hhi4vfiWW2dox1friQeLn,czech hip hop; czsk hip hop,hip hop,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6osaMSJh9NguagEDQcZaKx,dance pop; edm; electronic trap; pop; pop dance; pop rap; latin; reggaeton; reggaeton colombiano; trap latino; dance pop; hip hop; pop rap; rap; southern hip hop; trap,edm,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0
63baIBWgxiqg2luV1WmFEc,anti-folk; chamber pop; indie folk; indie pop; indie rock; melancholia; omaha indie; stomp and holler,indie,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0lpMr6rPWKnY8VCm0Ubysz,orchestral soundtrack; scorecore; soundtrack; video game music,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1xznGGDReH1oQq0xzbwXa3,canadian hip hop; canadian pop; hip hop; rap; toronto rap; afro dancehall; afropop; azonto; nigerian hip hop; nigerian pop; uk funky,dance,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1s8MNZEUhMRlCJiFzHCkTY,girl group,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1dIWPXMX4kRHj6Dt2DStUQ,dance pop; hip hop; pop rap; rap; southern hip hop; trap; hip hop; pop; pop rap; r&b; southern hip hop; trap; trap soul,pop rap,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3PEgB3fkiojxms35ntsTgs,dance pop; edm; electro house; pop; pop dance; tropical house,edm,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5axLNrpscu7jZRQSd1gcTk,adult standards; funk; indie r&b; motown; quiet storm; soul,indie,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3Rcabyb7vNzGFerbfpIYq6,other,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3tyGnDTjjJQZTfEOq7GkhC,edm; electro house; pop dance; pop edm; progressive electro house; tropical house,edm,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0YGQ3hZcRLC5YX7o0hdmHg,dance pop; pop; r&b,dance pop,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4dubObJligmxslR7v5R6o6,arabic hip hop; moroccan pop; rai; rap maroc,hip hop,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1zZIGnXIcDKU8QIUkR20nK,dance pop; dancehall; pop; pop rap,pop rap,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7fYbFYt7X4FZvuJJC90EX0,dance pop; pop; australian hip hop; dance pop; hip pop; pop; pop rap; post-teen pop,teen pop,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1
7bx66Je824Iak8c1CfsMrE,reggaeton; trap latino; reggaeton; reggaeton flow; trap latino; trap latino; trap venezolano; venezuelan hip hop; trap latino; trap venezolano; venezuelan hip hop,trap latino,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0
14yYVlxDi7orbwheBXqIPt,reggaeton chileno; reggaeton chileno,reggaeton,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4r9hiElqKWMPT4Z3vN2exq,hollywood; hollywood,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1xrbyp16GiuTEttWGqNQE6,latin; reggaeton; trap latino; latin; latin hip hop; reggaeton; reggaeton flow; trap latino; latin; reggaeton; trap latino,trap latino,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0
2f0Ft2XdvNSMSY5TUlZgEz,latin; latin arena pop; latin pop; spanish pop,latin,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2G74yhtIMW8tJY5I83dS4Z,latin; latin pop; mexican pop; ranchera; rock en espanol; tropical,latin,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7E5x1HdgFRyCnlRoaAMY38,epicore; orchestral soundtrack; scorecore; soundtrack; video game music,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57NV6TzzYS473R7OgmDepf,thai hip hop; thai pop; thai trap,trap,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0dKg2vGC1hFqcK5LGTaKzX,latin; reggaeton; reggaeton colombiano; trap latino; dance pop; hip pop; pop; pop rap; queens hip hop,trap latino,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0
6IUiqtI8tE49sqGbmtrNd8,atl hip hop; contemporary r&b; dance pop; pop; r&b; south carolina hip hop; urban contemporary,contemporary,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5iz2mZPb0FiXOG9X1TTfRW,gulf hip hop,hip hop,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4jhHaLksdP8DJZzxYAjOSz,trap boricua; trap latino; trap triste; latin; reggaeton; trap latino,trap latino,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0
3qgPpwtuRu5oP8EtFSj8HE,australian hip hop,hip hop,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3IgTrdtmSqAWsFmXTEftOv,thai indie pop,indie,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0LKErfBZ5FbBiLB4OcZRbL,bachata; latin; latin hip hop; latin pop,latin,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69bp2EbF7Q2rqc5N3ylezZ,canadian pop; pop,pop,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4TTV7EcfroSLWzXRY6gLv6,broadway; hollywood; show tunes; vocal jazz; hollywood; show tunes; hollywood; show tunes; broadway; hollywood; show tunes,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3qo4XAu1OGB3LaGRYgtbIS,art pop; pop,pop,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
746bHsY27aWTMYpoxqECOm,post-hardcore; rock; screamo,post,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7BRKEcW05hOZMJ3bKOOzQl,dutch hip hop; dutch pop; dutch pop; dutch rock,rock,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39V6cEoNFwDFRJEOKyj4OR,opm,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50ijEQSR94O6eJgf0GbWuP,russian hip hop; russian pop; russian hip hop; russian trap,trap,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4CdfFYzaAJ0y0beKzmgJSn,other,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4SSUj4OC7giqpMNCqSQSCf,country; country rock; dance pop; pop; post-teen pop,teen pop,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
5EpOLR430QoR3WorpfC2gc,german dance; dance pop; deep euro house; deep house; edm; german dance; pop dance; pop rap; tropical house; deep house; german dance; pop dance; tropical house,edm,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
2fozfsVzd6kCYp5OA3sOUJ,modern indie pop,modern,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3v1dCP3hk2djfWryqfp7sx,spanish pop; spanish pop rock,rock,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3csCG0TYIy5dajyi4r0IUK,contemporary country; country; country pop,contemporary,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1SdItcSOTD14tvIo8UzA6k,modern indie pop,modern,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3AsAuGTaDQzavZZThyYlop,scandipop; alte,pop,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6wJwkMo278iWVlWl1XQ4WA,dance pop; pop; post-teen pop,teen pop,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
6naYpFIKihKbGg6lGxpveI,contemporary country; country; country road; modern country rock; redneck; texas country,modern,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1hw5UuO6s1DRAJmCn4Nc1H,brazilian hip hop; funk carioca; funk ostentacao; trap funk; funk carioca; funk consciente; trap funk; funk carioca; trap funk; funk carioca; funk consciente; funk ostentacao; funk paulista; brazilian hip hop; funk carioca,trap,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1TEL6MlSSVLSdhOSddidlJ,dance pop; pop,dance pop,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6j4sJFa8SmzLNsZqakVjIF,israeli mediterranean; israeli pop; mizrahi; israeli mediterranean; mizrahi; israeli mediterranean; mizrahi,pop,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5rwdmpN5eMWIIwK4R96vv1,brega funk; funk carioca,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7MAibcTli4IisCtbHKrGMh,dance pop; pop; escape room,dance pop,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3hivw0tZ8emjzn6Ei3a4jX,chinese drama ost; mainland chinese pop,pop,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2hoNIJFeiaFIXvYVay44Ma,turkish hip hop,hip hop,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57evRskKe47TvzG96SLLTM,hawaiian hip hop; rap,hip hop,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5j7ixaLeGTGSv4DzKs0pCM,j-pop,pop,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0B2fMb8KALZeoFbRv7m3iE,cantopop,pop,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1khmgu0pveJbkbpbkyvcQv,latin; reggaeton; trap latino; dembow; latin; rap dominicano; reggaeton; trap latino,trap latino,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0
0wkr4KqObqC55h4U9wqwKn,latin; puerto rican pop; reggaeton; trap latino; latin; latin hip hop; reggaeton; trap latino,trap latino,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0
06iMqWThw4w8fTFyccvOwr,dance pop; hip hop; pop rap; rap; southern hip hop; st louis rap; urban contemporary,contemporary,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
63M8PK8yavNITSViKUB62p,canadian hip hop; canadian pop; hip hop; rap; toronto rap; canadian hip hop; canadian trap; pop rap; rap; toronto rap; trap; trap soul,pop rap,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2ih2U8ttFzCjnQ5njF3SrR,dance pop; pop,dance pop,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0n2moJpAEWHwaPYYjkzMDl,k-pop; k-pop boy group,pop,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7g0LB7nJToP0uo1P2xBnGo,electro,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58zsLZPvfflaiIbNWoA22O,neo soul,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08qhlblL5nfKeBDTQrzi8E,pagode; pagode novo; arrocha; sertanejo; sertanejo pop; sertanejo universitario,pop,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30mxQ9sZ69O8KQREefZ0Cu,indonesian singer-songwriter,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5UPNBWFU2TEf9kauIITfBs,hip hop; pop; pop rap; r&b; southern hip hop; trap; trap soul; cali rap; gangster rap; hip hop; hyphy; oakland hip hop; pop rap; rap; southern hip hop; trap; west coast rap,pop rap,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3DI4oWdk6687SwwDPO2IIn,swedish drill; swedish hip hop; swedish pop; swedish reggae; swedish trap; swedish trap pop,trap,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1ODZGydlown4VesUP8HLJX,adult standards; brill building pop; classic girl group; lounge; motown; soul,pop,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5bvNpG6wiIEf1PA13TkTu2,alt z; dance pop; edm; electro house; indie poptimism; pop; pop dance; pop edm; tropical house; nyc pop,edm,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
22OYLngvFWsKsAbJp8TO3H,glasgow indie; modern rock; scottish indie rock,modern,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1fyVvRQsa095P7QK5Um7xH,francoton; french hip hop; french pop; pop urbaine; french hip hop; pop urbaine,hip hop,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2CG6feguaKMR3C4zCMjDNR,chamber pop; freak folk,pop,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428hcBIzHGmj9trieTLgAq,finnish dance pop; finnish hip hop; finnish trap,dance pop,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16DNJ8y6k97DxuMyV49W7V,argentine hip hop; trap argentino; trap latino; trap triste,trap latino,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
5hg3xm9mxcz9Xb6r59y9Ow,gangster rap; hip hop; pop rap; rap; southern hip hop; trap,pop rap,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5CqkgDH8QZjSqqI3HmYxDD,german alternative rap; german drill; german hip hop,alternative,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38YOHMxpjF7eedHRHLtId3,dance pop; electropop; girl group; indie poptimism; pop; post-teen pop,teen pop,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1
10xBJygi9YyOmnt9GDqaLq,banda; banda carnavalera; nuevo regional mexicano; ranchera; regional mexican,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1h0yImRPIVAjhhHeNVlTuC,canadian pop; dance pop; pop; viral pop; pop; pop r&b,dance pop,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2hsA9YWuF3C9Gosi4dpjJN,latin; reggaeton; reggaeton colombiano; trap latino,trap latino,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0
0RbW8kWozrVSIGb4V13o0o,chicago rap; rap,rap,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51O0grKeeoiWTL8miodCAK,dance pop; pop; post-teen pop,teen pop,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
12eMQUn2GzfsfsQLH53M19,atl hip hop; contemporary r&b; dance pop; pop; r&b; south carolina hip hop; urban contemporary,contemporary,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6Ymvlzom4TQeoKqAWsZRD8,contemporary country; country; country road; modern country rock,modern,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
4z7Ja0RNran3XpIvc1PIQz,dance pop; pop; r&b,dance pop,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4QhWbupniDd44EDtnh2bFJ,alternative r&b; hip hop; lgbtq+ hip hop; neo soul; pop,alternative,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4XHQyvbrBsQaaBUW1VvmsL,detroit hip hop; gangster rap; hip hop; pop rap; rap; southern hip hop,pop rap,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12Q7MehxbfNJj0dY9y7Hko,cantopop,pop,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3EMXuZ7n0lgQSNSsVk5d3n,thai pop; thai teen pop,teen pop,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
4p6llmWOfcNKYItgIoteBl,electropop,pop,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464W82gBeqIpmKrVFVFHDd,acoustic pop; indiecoustica; lds youth; neo mellow; piano rock; pop rock,indie,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6NqfslFfCCOyBQ0Xw8kN8E,hollywood; post-teen pop; show tunes; dance pop; pop; post-teen pop; dance pop; pop; post-teen pop; social media pop; viral pop,teen pop,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
62N2JSA0jHmSH7Va9t7hIf,art pop; dance pop; electropop; metropopolis; pop; post-teen pop; swedish electropop; swedish pop; swedish synthpop; edm; electronic trap,teen pop,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1
7Efs0OIW6zgQyH7ehKZYpN,contemporary country; country; country road; country rock; modern country rock; redneck,modern,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0YHBvFhfCJHyP5qfgtiX1o,contemporary r&b; hip pop; neo soul; quiet storm; r&b; urban contemporary,contemporary,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
31a6Dmd9ZQ2PVMFBefpxgC,acoustic pop; christian indie; indie folk; indiecoustica; nashville americana; nashville singer-songwriter; neo mellow; new americana,indie,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3WjSkl7VDWY1prwJw7dSG0,arrocha; sertanejo; sertanejo universitario,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
